Date,Open,High,Low,Close,Volume
1995-11-05,579.7,590.57,579.7,590.57,1820210000
1995-11-12,590.57,593.9,584.24,592.72,1713010000
1995-11-19,592.72,600.14,588.36,600.07,1886840000
1995-11-26,600.07,600.71,595.42,599.97,1272320000
1995-12-03,599.97,608.69,599.02,606.98,1999630000
1995-12-10,606.98,621.11,606.84,617.48,1967780000
1995-12-17,617.48,622.88,614.46,616.34,2209320000
1995-12-24,616.34,616.34,605.05,611.95,2047640000
1995-12-31,611.96,615.93,611.96,615.93,1079490000
1996-01-07,615.93,624.49,612.02,616.71,1782820000
1996-01-14,616.71,619.15,597.29,601.81,1836790000
1996-01-21,601.81,612.92,598.47,611.83,2138250000
1996-01-28,611.83,621.7,610.65,621.62,2130300000
1996-02-04,621.62,639.26,621.42,635.84,2181340000
1996-02-11,635.84,661.08,633.71,656.37,2259040000
1996-02-18,656.37,664.23,646.99,647.98,2122110000
1996-02-25,647.98,663.0,638.79,659.08,1755730000
1996-03-03,659.08,659.08,635.0,644.37,2203110000
1996-03-10,644.37,656.97,627.63,633.5,2263530000
1996-03-17,633.5,644.17,628.82,641.43,2340110000
1996-03-24,641.43,656.18,641.43,650.62,1981750000
1996-03-31,650.62,655.5,644.89,645.5,1927330000
1996-04-07,645.5,656.68,645.5,655.86,1568780000
1996-04-14,655.86,655.86,624.14,636.71,2246730000
1996-04-21,636.71,647.32,636.71,645.07,2115720000
1996-04-28,645.07,656.43,645.07,653.46,2206930000
1996-05-05,653.46,656.44,640.23,641.63,2019010000
1996-05-12,641.63,653.0,630.07,652.09,2114730000
1996-05-19,652.09,669.84,652.09,668.91,2123620000
1996-05-26,668.91,681.1,667.64,678.51,1979280000
1996-06-02,678.51,679.98,664.56,669.12,1421920000
1996-06-09,669.12,680.32,662.48,673.31,1997520000
1996-06-16,673.31,676.72,664.35,665.85,1928310000
1996-06-23,665.85,668.27,658.75,666.84,2016710000
1996-06-30,666.84,672.68,661.56,670.63,1988300000
1996-07-07,670.63,675.88,657.41,657.44,1251480000
1996-07-14,657.44,657.65,639.52,646.19,2106290000
1996-07-21,646.19,646.19,605.88,638.73,2498360000
1996-07-28,638.73,638.73,616.43,635.9,1967520000
1996-08-04,635.9,662.49,629.22,662.49,1907400000
1996-08-11,662.49,665.37,656.83,662.1,1710720000
1996-08-18,662.1,666.34,658.47,665.21,1679700000
1996-08-25,665.21,670.68,662.16,667.03,1640820000
1996-09-01,667.03,667.41,650.52,651.99,1467890000
1996-09-08,651.99,658.21,643.97,655.68,1407170000
1996-09-15,655.68,681.39,655.68,680.54,1948550000
1996-09-22,680.54,687.07,679.06,687.03,2194530000
1996-09-29,687.03,690.88,681.01,686.19,2125250000
1996-10-06,686.19,701.74,684.44,701.46,2100690000
1996-10-13,701.46,705.76,693.34,700.66,2015270000
1996-10-20,700.66,711.04,699.07,710.82,2173960000
1996-10-27,710.82,714.1,700.53,700.92,2054200000
1996-11-03,700.92,708.6,696.22,703.77,2213630000
1996-11-10,703.77,730.82,702.84,730.82,2299900000
1996-11-17,730.82,741.92,728.03,737.62,2264990000
1996-11-24,737.62,748.73,734.39,748.73,2338040000
1996-12-01,748.73,762.12,747.99,757.02,1395410000
1996-12-08,757.02,761.75,726.89,739.6,2411490000
1996-12-15,739.6,753.43,721.97,728.64,2273360000
1996-12-22,728.64,755.41,716.69,748.87,2648640000
1996-12-29,748.87,758.75,743.28,756.79,1016860000
1997-01-05,756.79,759.2,729.55,748.03,1655020000
1997-01-12,748.03,759.65,742.18,759.5,2728300000
1997-01-19,759.5,776.37,756.69,776.17,2573920000
1997-01-26,776.17,794.67,768.17,770.52,2828970000
1997-02-02,770.52,791.86,761.75,786.16,2588440000
1997-02-09,786.16,792.71,773.43,789.56,2611220000
1997-02-16,789.56,812.93,780.95,808.48,2603820000
1997-02-23,808.48,817.68,799.99,801.77,1964130000
1997-03-02,801.77,812.85,788.5,790.82,2536760000
1997-03-09,790.82,808.19,785.66,804.97,2556190000
1997-03-16,804.97,814.9,789.44,793.17,2451330000
1997-03-23,793.17,797.18,778.04,784.1,2634410000
1997-03-30,784.1,798.11,767.32,773.88,1922950000
1997-04-06,773.88,773.88,744.04,757.9,2592450000
1997-04-13,757.9,769.53,737.64,737.65,2222250000
1997-04-20,737.65,768.55,733.54,766.34,2385690000
1997-04-27,766.34,779.89,756.38,765.37,2302140000
1997-05-04,765.37,812.99,763.3,812.97,2468380000
1997-05-11,812.97,832.29,811.8,824.78,2643480000
1997-05-18,824.78,842.45,824.78,829.75,2399040000
1997-05-25,829.75,848.49,826.41,847.03,2180690000
1997-06-01,847.03,851.87,831.87,848.28,1923290000
1997-06-08,848.28,859.24,838.82,858.01,2371310000
1997-06-15,858.01,894.69,858.01,893.27,2675070000
1997-06-22,893.27,901.77,886.19,898.7,2639080000
1997-06-29,898.7,902.09,878.43,887.3,2610950000
1997-07-06,887.3,917.82,879.82,916.92,2007380000
1997-07-13,916.92,923.26,902.48,916.68,2685290000
1997-07-20,916.68,939.32,912.02,915.3,2950680000
1997-07-27,915.3,945.65,907.12,938.79,2748550000
1997-08-03,938.79,957.73,932.56,947.14,2641510000
1997-08-10,947.14,964.17,925.74,933.54,2686360000
1997-08-17,933.54,942.99,900.81,900.81,2635140000
1997-08-24,900.81,939.47,893.34,923.54,2540390000
1997-08-31,923.55,930.93,896.82,899.47,2230460000
1997-09-07,899.47,940.37,899.47,929.05,2136640000
1997-09-14,929.05,938.9,902.56,923.91,2605420000
1997-09-21,923.91,958.19,919.41,950.51,2892830000
1997-09-28,950.51,960.59,937.38,945.22,2683510000
1997-10-05,945.22,975.47,941.94,965.03,2761390000
1997-10-12,965.03,983.12,963.34,966.98,2673220000
1997-10-19,966.98,973.46,931.58,944.16,2592430000
1997-10-26,944.16,972.61,937.55,941.64,3030580000
1997-11-02,941.64,941.64,855.27,914.62,4024240000
1997-11-09,914.62,949.62,914.62,927.51,2764880000
1997-11-16,927.51,935.9,900.61,928.35,2774860000
1997-11-23,928.35,964.55,928.35,963.09,2854250000
1997-11-30,963.09,963.09,944.71,955.4,1779630000
1997-12-07,955.4,986.25,955.4,983.79,2988090000
1997-12-14,983.79,985.67,947.0,953.39,2842790000
1997-12-21,953.39,974.3,924.92,946.78,3251440000
1997-12-28,946.78,956.73,932.7,936.46,1466620000
1998-01-04,936.46,975.04,936.46,975.04,1776670000
1998-01-11,975.04,982.63,921.72,927.69,3312380000
1998-01-18,927.69,965.12,912.83,961.51,3194600000
1998-01-25,961.51,978.6,950.86,957.59,2553290000
1998-02-01,957.59,992.65,954.24,980.28,3306830000
1998-02-08,980.28,1013.51,980.28,1012.46,3385490000
1998-02-15,1012.46,1026.3,1006.28,1020.09,2910330000
1998-02-22,1020.09,1034.21,1020.09,1034.21,2388010000
1998-03-01,1034.21,1051.66,1028.89,1049.34,2972720000
1998-03-08,1049.34,1055.6899,1030.87,1055.6899,3161880000
1998-03-15,1055.6899,1075.86,1050.02,1068.61,3104620000
1998-03-22,1068.61,1101.04,1068.61,1099.16,3178180000
1998-03-29,1099.16,1113.0699,1091.14,1095.4399,3102580000
1998-04-05,1095.4399,1126.36,1090.02,1122.7,3177860000
1998-04-12,1122.7,1131.99,1098.21,1110.67,2461840000
1998-04-19,1110.67,1122.72,1100.6,1122.72,3235090000
1998-04-26,1122.72,1132.98,1104.77,1107.9,3254650000
1998-05-03,1107.9,1121.02,1076.7,1121.0,3280920000
1998-05-10,1121.0,1130.52,1094.53,1108.14,2892000000
1998-05-17,1108.14,1124.03,1102.78,1108.73,2965640000
1998-05-24,1108.73,1124.45,1097.99,1110.47,2668400000
1998-05-31,1110.47,1116.79,1074.39,1090.8199,2369130000
1998-06-07,1090.8199,1113.88,1078.1,1113.86,2848980000
1998-06-14,1113.86,1126.0,1080.83,1098.84,2977180000
1998-06-21,1098.84,1112.87,1074.67,1100.65,3310760000
1998-06-28,1100.65,1142.04,1099.42,1133.2,3093500000
1998-07-05,1133.2,1148.5601,1131.98,1146.42,2533360000
1998-07-12,1146.42,1166.9301,1145.03,1164.33,2986550000
1998-07-19,1164.33,1188.1,1160.21,1186.75,3294910000
1998-07-26,1186.75,1190.58,1129.11,1140.8,3400280000
1998-08-02,1140.8,1147.27,1114.3,1120.67,3301250000
1998-08-09,1120.67,1121.79,1057.35,1089.45,3852100000
1998-08-16,1089.45,1092.8199,1054.0,1062.75,3370010000
1998-08-23,1062.75,1106.3199,1054.92,1081.24,3255940000
1998-08-30,1081.24,1106.64,1021.04,1027.14,3676000000
1998-09-06,1027.14,1033.47,939.98,973.89,4689500000
1998-09-13,973.89,1027.72,968.64,1009.06,3218500000
1998-09-20,1009.06,1046.0699,1009.06,1020.09,3725700000
1998-09-27,1020.09,1066.11,993.82,1044.75,3747180000
1998-10-04,1044.75,1061.46,971.69,1002.6,4053300000
1998-10-11,1002.6,1008.77,923.32,984.39,4632900000
1998-10-18,984.39,1062.65,984.39,1056.42,4195400000
1998-10-25,1056.42,1084.0601,1054.23,1070.67,3834440000
1998-11-01,1070.67,1103.78,1059.65,1098.67,3536310000
1998-11-08,1098.67,1141.3,1098.67,1141.01,3772500000
1998-11-15,1141.01,1141.01,1115.55,1125.72,3244560000
1998-11-22,1125.72,1163.55,1125.72,1163.55,3365490000
1998-11-29,1163.55,1192.97,1163.55,1192.33,2380830000
1998-12-06,1192.33,1192.72,1149.61,1176.74,3713300000
1998-12-13,1176.74,1193.53,1153.1899,1166.46,3530600000
1998-12-20,1166.46,1188.89,1136.89,1188.03,3824200000
1998-12-27,1188.03,1229.89,1188.03,1226.27,2369780000
1999-01-03,1226.27,1244.9301,1220.78,1229.23,2431470000
1999-01-10,1229.23,1278.24,1219.1,1275.09,4439700000
1999-01-17,1275.09,1276.22,1205.46,1243.26,4145000000
1999-01-24,1243.26,1274.0699,1217.97,1225.1899,3348900000
1999-01-31,1225.1899,1280.37,1219.46,1279.64,4279900000
1999-02-07,1279.64,1283.75,1232.28,1239.4,4247800000
1999-02-14,1239.4,1254.05,1211.89,1230.13,3670100000
1999-02-21,1230.13,1252.17,1220.7,1239.22,2831260000
1999-02-28,1239.22,1283.84,1225.01,1238.33,3806700000
1999-03-07,1238.33,1275.73,1216.03,1275.47,3810600000
1999-03-14,1275.47,1306.4301,1271.58,1294.59,4090800000
1999-03-21,1294.59,1323.8199,1291.03,1299.29,3977100000
1999-03-28,1299.29,1303.84,1256.4301,1282.8,3722800000
1999-04-04,1282.8,1313.6,1282.5601,1293.72,3104200000
1999-04-11,1293.72,1351.22,1293.72,1348.35,3866300000
1999-04-18,1348.35,1362.38,1308.38,1319.0,4665800000
1999-04-25,1319.0,1363.65,1284.21,1356.85,4792600000
1999-05-02,1356.85,1371.5601,1314.58,1335.1801,4495500000
1999-05-09,1335.1801,1354.64,1317.4399,1345.0,4348300000
1999-05-16,1345.0,1375.98,1332.63,1337.8,3959600000
1999-05-23,1337.8,1350.49,1321.1899,1330.29,3658800000
1999-05-30,1330.29,1333.02,1277.3101,1301.84,3913560000
1999-06-06,1301.84,1327.75,1277.47,1327.75,2825900000
1999-06-13,1327.75,1336.42,1287.88,1293.64,3426900000
1999-06-20,1293.64,1344.48,1292.2,1342.84,3787600000
1999-06-27,1342.84,1351.12,1308.47,1315.3101,3448760000
1999-07-04,1315.3101,1391.22,1315.3101,1391.22,4046980000
1999-07-11,1391.22,1405.29,1384.95,1403.28,3045700000
1999-07-18,1403.28,1418.78,1386.51,1418.78,3710300000
1999-07-25,1418.78,1420.33,1349.91,1356.9399,3584910000
1999-08-01,1356.9399,1370.53,1328.49,1328.72,3535050000
1999-08-08,1328.72,1344.6899,1287.23,1300.29,3736650000
1999-08-15,1300.29,1327.72,1267.73,1327.6801,3750100000
1999-08-22,1327.6801,1344.16,1315.35,1336.61,3303250000
1999-08-29,1336.61,1382.84,1336.61,1348.27,3568950000
1999-09-05,1348.27,1357.74,1304.88,1357.24,3518100000
1999-09-12,1357.24,1361.39,1333.91,1351.66,3088900000
1999-09-19,1351.66,1351.66,1299.97,1335.42,3780600000
1999-09-26,1335.42,1338.38,1263.84,1277.36,3971100000
1999-10-03,1277.36,1295.03,1256.26,1282.8101,4435800000
1999-10-10,1282.8101,1336.61,1282.8101,1336.02,4389300000
1999-10-17,1336.02,1339.23,1245.39,1247.41,4060600000
1999-10-24,1247.41,1308.8101,1233.7,1301.65,4624900000
1999-10-31,1301.65,1373.17,1280.48,1362.9301,4861000000
1999-11-07,1362.9301,1387.48,1346.41,1370.23,4668900000
1999-11-14,1370.23,1396.12,1359.98,1396.0601,4437300000
1999-11-21,1396.0601,1425.3101,1392.28,1422.0,4614500000
1999-11-28,1422.0,1425.24,1399.17,1416.62,2846520000
1999-12-05,1416.62,1447.42,1386.95,1433.3,4608700000
1999-12-12,1433.3,1434.15,1391.47,1417.04,5068900000
1999-12-19,1417.04,1431.77,1396.2,1421.03,5459400000
1999-12-26,1421.03,1461.4399,1411.1,1458.34,3446700000
2000-01-02,1458.34,1473.1,1450.83,1469.25,2874590000
2000-01-09,1469.25,1478.0,1377.6801,1441.47,5343800000
2000-01-16,1441.47,1473.0,1427.08,1465.15,5169700000
2000-01-23,1465.15,1465.71,1438.54,1441.36,4455000000
2000-01-30,1441.36,1454.09,1356.2,1360.16,5532100000
2000-02-06,1360.16,1435.91,1350.14,1424.37,5205000000
2000-02-13,1424.37,1444.55,1378.89,1387.12,5100800000
2000-02-20,1387.12,1407.72,1345.3199,1346.09,5115300000
2000-02-27,1346.09,1370.11,1329.15,1333.36,4253900000
2000-03-05,1333.36,1410.88,1325.0699,1409.17,5853800000
2000-03-12,1409.17,1413.46,1346.62,1395.0699,5807900000
2000-03-19,1395.0699,1477.33,1356.99,1464.47,6190300000
2000-03-26,1464.47,1552.87,1446.0601,1527.46,5192200000
2000-04-02,1527.46,1534.63,1474.63,1498.58,5342800000
2000-04-09,1498.58,1526.45,1416.41,1516.35,5547060000
2000-04-16,1516.35,1527.1899,1339.4,1356.5601,5312700000
2000-04-23,1356.5601,1447.6899,1346.5,1434.54,4211700000
2000-04-30,1434.54,1482.9399,1407.13,1452.4301,5035000000
2000-05-07,1452.4301,1481.51,1398.36,1432.63,4700700000
2000-05-14,1432.63,1432.63,1375.14,1420.96,4502400000
2000-05-21,1420.96,1470.4,1401.74,1406.95,4292200000
2000-05-28,1406.95,1411.65,1361.09,1378.02,4598300000
2000-06-04,1378.02,1483.23,1378.02,1477.26,3927200000
2000-06-11,1477.26,1477.28,1454.74,1456.95,4283600000
2000-06-18,1456.95,1483.62,1442.38,1464.46,4901900000
2000-06-25,1464.46,1488.9301,1438.3101,1441.48,4833100000
2000-07-02,1441.48,1467.63,1434.63,1454.6,5597200000
2000-07-09,1454.6,1484.12,1439.5601,1478.9,3350200000
2000-07-16,1478.9,1509.99,1470.48,1509.98,4807800000
2000-07-23,1509.98,1517.3199,1477.91,1480.1899,4756600000
2000-07-30,1480.1899,1485.88,1413.89,1419.89,5221900000
2000-08-06,1419.89,1462.9301,1418.71,1462.9301,4937400000
2000-08-13,1462.9301,1490.33,1453.0601,1471.84,4677300000
2000-08-20,1471.84,1499.47,1468.5601,1491.72,4353300000
2000-08-27,1491.72,1513.47,1489.52,1506.45,3944100000
2000-09-03,1506.45,1530.09,1500.09,1520.77,4171900000
2000-09-10,1520.77,1520.77,1489.88,1494.5,3780100000
2000-09-17,1494.5,1506.76,1460.22,1465.8101,5241200000
2000-09-24,1465.8101,1467.77,1421.88,1448.72,5382300000
2000-10-01,1448.72,1461.6899,1419.4399,1436.51,5667000000
2000-10-08,1436.52,1454.8199,1397.0601,1408.99,5642900000
2000-10-15,1408.99,1409.6899,1327.08,1374.17,5760600000
2000-10-22,1374.17,1408.47,1305.79,1396.9301,6083900000
2000-10-29,1396.9301,1415.64,1337.8101,1379.58,5911100000
2000-11-05,1379.58,1433.4,1376.86,1426.6899,5925100000
2000-11-12,1428.76,1438.46,1365.97,1365.98,4794600000
2000-11-19,1365.98,1395.96,1328.62,1367.72,5341600000
2000-11-26,1367.72,1367.72,1321.89,1341.77,3460970000
2000-12-03,1341.77,1362.5,1294.9,1315.23,4758130000
2000-12-10,1315.1801,1380.33,1310.23,1369.89,5888900000
2000-12-17,1369.89,1389.05,1305.38,1312.15,6103300000
2000-12-24,1312.15,1346.4399,1254.0699,1305.95,6473400000
2000-12-31,1305.97,1340.1,1301.64,1320.28,3950000000
2001-01-07,1320.28,1350.24,1274.62,1298.35,6571900000
2001-01-14,1298.35,1333.21,1276.29,1318.55,6290500000
2001-01-21,1318.3199,1354.55,1313.33,1342.54,5407600000
2001-01-28,1342.54,1369.75,1333.84,1354.95,6061600000
2001-02-04,1354.92,1383.37,1348.72,1349.47,5665400000
2001-02-11,1349.47,1363.55,1309.98,1314.76,5413600000
2001-02-18,1314.76,1336.62,1293.1801,1301.53,5675500000
2001-02-25,1301.53,1307.16,1215.4399,1245.86,4917900000
2001-03-04,1245.86,1272.76,1214.5,1234.1801,6059100000
2001-03-11,1234.1801,1267.42,1228.42,1233.42,5353200000
2001-03-18,1233.42,1233.42,1148.64,1150.53,6790360000
2001-03-25,1150.53,1180.5601,1081.1899,1139.83,6797250000
2001-04-01,1139.83,1183.35,1136.26,1160.33,6276900000
2001-04-08,1160.33,1169.51,1091.99,1128.4301,6701390000
2001-04-15,1128.4301,1183.51,1126.38,1183.5,4804700000
2001-04-22,1183.5,1253.71,1167.38,1242.98,6767900000
2001-04-29,1242.98,1253.0699,1207.38,1253.05,5869200000
2001-05-06,1253.05,1272.9301,1232.0,1266.61,6010300000
2001-05-13,1266.61,1270.0,1240.79,1245.67,5050600000
2001-05-20,1245.67,1296.48,1241.02,1291.96,5821700000
2001-05-27,1291.96,1315.9301,1276.42,1277.89,5498900000
2001-06-03,1277.89,1278.42,1245.96,1260.67,4426200000
2001-06-10,1260.67,1286.62,1256.36,1264.96,4831000000
2001-06-17,1264.96,1264.96,1203.03,1214.36,5948650000
2001-06-24,1214.36,1240.24,1207.71,1225.35,6382620000
2001-07-01,1225.35,1237.29,1204.64,1224.38,6570760000
2001-07-08,1224.42,1239.78,1188.74,1190.59,3742010000
2001-07-15,1190.59,1218.54,1168.46,1215.6801,6209300000
2001-07-22,1215.6801,1225.04,1196.14,1210.85,6108600000
2001-07-29,1210.85,1215.22,1165.54,1205.8199,5695500000
2001-08-05,1205.8199,1226.27,1200.41,1214.35,5536800000
2001-08-12,1214.35,1214.35,1169.55,1190.16,5013400000
2001-08-19,1190.16,1198.79,1156.0699,1161.97,4897500000
2001-08-26,1161.97,1185.15,1153.34,1184.9301,5079300000
2001-09-02,1184.9301,1186.85,1124.87,1133.58,4870500000
2001-09-09,1133.58,1155.4,1082.12,1085.78,5346800000
2001-09-16,1085.78,1096.9399,1073.15,1092.54,1276600000
2001-09-23,1092.54,1092.54,944.75,965.8,10423890000
2001-09-30,965.8,1040.9399,965.8,1040.9399,7978000000
2001-10-07,1040.9399,1084.12,1026.76,1071.38,7026800000
2001-10-14,1071.37,1099.16,1052.76,1091.65,6555180000
2001-10-21,1091.65,1107.12,1057.24,1073.48,6245200000
2001-10-28,1073.48,1110.61,1065.64,1104.61,6368100000
2001-11-04,1104.61,1104.61,1053.61,1087.2,6195300000
2001-11-11,1087.2,1135.75,1087.2,1120.3101,6646300000
2001-11-18,1120.3101,1148.28,1098.3199,1138.65,6597000000
2001-11-25,1138.65,1152.45,1129.78,1150.34,4086600000
2001-12-02,1150.34,1163.38,1125.51,1139.45,6560800000
2001-12-09,1139.45,1173.62,1125.78,1158.3101,7022800000
2001-12-16,1158.3101,1158.3101,1114.53,1123.09,6853900000
2001-12-23,1123.09,1152.4399,1122.66,1144.89,7283800000
2001-12-30,1144.89,1164.64,1144.62,1161.02,3024470000
2002-01-06,1161.02,1176.55,1136.23,1172.51,5026500000
2002-01-13,1172.51,1176.97,1145.45,1145.6,6530000000
2002-01-20,1145.6,1148.8101,1124.45,1127.58,6869200000
2002-01-27,1127.58,1139.5,1117.4301,1133.28,5688700000
2002-02-03,1133.28,1138.63,1081.66,1122.2,7942600000
2002-02-10,1122.2,1122.2,1077.78,1096.22,7695200000
2002-02-17,1096.22,1124.72,1094.6801,1104.1801,6101200000
2002-02-24,1104.1801,1104.1801,1074.36,1089.84,5421400000
2002-03-03,1089.84,1131.79,1089.84,1131.78,6919100000
2002-03-10,1131.78,1172.76,1130.9301,1164.3101,7614300000
2002-03-17,1164.3101,1173.03,1151.01,1166.16,6571300000
2002-03-24,1166.16,1173.9399,1139.48,1148.7,6311900000
2002-03-31,1148.7,1154.45,1131.61,1147.39,4609200000
2002-04-07,1147.39,1147.84,1119.49,1122.73,5841300000
2002-04-14,1122.73,1131.76,1102.42,1111.01,6566300000
2002-04-21,1111.01,1133.0,1099.41,1125.17,6382900000
2002-04-28,1125.17,1125.17,1076.3101,1076.3199,6835100000
2002-05-05,1076.3199,1091.42,1063.46,1073.4301,7043200000
2002-05-12,1073.4301,1088.92,1048.96,1054.99,6304200000
2002-05-19,1054.99,1106.59,1053.9,1106.59,6454300000
2002-05-26,1106.59,1106.59,1075.64,1083.8199,5404900000
2002-06-02,1083.8199,1085.98,1054.26,1067.14,4642200000
2002-06-09,1067.14,1070.74,1012.49,1027.53,7033800000
2002-06-16,1027.53,1039.04,981.63,1007.27,7188820000
2002-06-23,1007.27,1040.83,985.65,989.14,6652700000
2002-06-30,989.14,1005.88,952.92,989.82,9106190000
2002-07-07,989.82,994.46,934.87,989.03,5475700000
2002-07-14,989.03,993.56,900.94,921.39,8038080000
2002-07-21,921.39,926.52,842.07,847.75,11375400000
2002-07-28,847.76,854.13,775.68,852.84,11685440000
2002-08-04,852.84,911.64,852.84,864.24,8864400000
2002-08-11,864.24,913.95,833.44,908.64,7371600000
2002-08-18,908.64,935.38,876.2,928.77,6638400000
2002-08-25,928.77,965.0,927.21,940.86,6405900000
2002-09-01,940.86,955.82,903.33,916.07,5672200000
2002-09-08,916.07,916.07,870.5,893.92,5247700000
2002-09-15,893.92,924.02,877.05,889.81,5626200000
2002-09-22,889.81,902.68,839.09,845.39,7267800000
2002-09-29,845.39,856.6,817.38,827.37,7860140000
2002-10-06,827.37,851.93,794.1,800.58,8682100000
2002-10-13,800.58,843.27,768.63,835.32,9344320000
2002-10-20,835.32,886.68,828.37,884.39,7944790000
2002-10-27,884.39,902.94,873.06,897.65,7631070000
2002-11-03,897.65,907.44,867.91,900.96,7426300000
2002-11-10,900.96,925.66,891.62,894.74,7587400000
2002-11-17,894.74,910.21,872.05,909.83,6872600000
2002-11-24,909.83,937.28,893.09,930.55,8179200000
2002-12-01,930.55,941.82,912.1,936.31,5111360000
2002-12-08,936.31,954.28,895.96,912.23,7180600000
2002-12-15,912.23,912.23,888.48,889.48,6478600000
2002-12-22,889.48,911.22,880.32,895.76,7138230000
2002-12-29,895.74,903.89,873.62,875.4,3049910000
